identifier,code_system,disease_code,preferred_name,evs_nci_code,corrected_preferred_name_for_icd9,date_last_created,date_last_updated,site_code,site_name,disease_code_site_code,evs_preferred_name,comments
5691,ICD-O-3,9680/3,"Diffuse large B-cell lymphoma, NOS",C80280,,2020-06-05 17:20:00.161134,,C76.2,"Abdomen, NOS",9680/3C76.2,"Diffuse Large B-Cell Lymphoma, Not Otherwise Specified",
5692,ICD-O-3,9680/3,"Diffuse large B-cell lymphoma, NOS",C80280,,2020-06-05 17:20:00.161134,,C48.0,Retroperitoneum,9680/3C48.0,"Diffuse Large B-Cell Lymphoma, Not Otherwise Specified",
5693,ICD-O-3,9680/3,"Diffuse large B-cell lymphoma, NOS",C80280,,2020-06-05 17:20:00.161134,,C38.3,"Mediastinum, NOS",9680/3C38.3,"Diffuse Large B-Cell Lymphoma, Not Otherwise Specified",
5694,ICD-O-3,9680/3,"Diffuse large B-cell lymphoma, NOS",C80280,,2020-06-05 17:20:00.161134,,C23.9,Gallbladder,9680/3C23.9,"Diffuse Large B-Cell Lymphoma, Not Otherwise Specified",
5695,ICD-O-3,9680/3,"Diffuse large B-cell lymphoma, NOS",C80280,,2020-06-05 17:20:00.161134,,C41.3,"Rib, sternum, clavicle and associated joints",9680/3C41.3,"Diffuse Large B-Cell Lymphoma, Not Otherwise Specified",
5696,ICD-O-3,9680/3,"Diffuse large B-cell lymphoma, NOS",C80280,,2020-06-05 17:20:00.161134,,C26.9,"Gastrointestinal tract, NOS",9680/3C26.9,"Diffuse Large B-Cell Lymphoma, Not Otherwise Specified",
5697,ICD-O-3,9680/3,"Diffuse large B-cell lymphoma, NOS",C80280,,2020-06-05 17:20:00.161134,,C76.0,"Head, face or neck, NOS",9680/3C76.0,"Diffuse Large B-Cell Lymphoma, Not Otherwise Specified",
5698,ICD-O-3,9680/3,"Diffuse large B-cell lymphoma, NOS",C80280,,2020-06-05 17:20:00.161134,,C08.0,Submandibular gland,9680/3C08.0,"Diffuse Large B-Cell Lymphoma, Not Otherwise Specified",
5699,ICD-O-3,9680/3,"Diffuse large B-cell lymphoma, NOS",C80280,,2020-06-05 17:20:00.161134,,C41.1,Mandible,9680/3C41.1,"Diffuse Large B-Cell Lymphoma, Not Otherwise Specified",
5700,ICD-O-3,9840/3,Acute erythroid leukemia,C8923,,2020-06-05 17:20:00.161134,,C42.0,Blood,9840/3C42.0,Acute Erythroid Leukemia,
5701,ICD-O-3,9840/3,Acute erythroid leukemia,C8923,,2020-06-05 17:20:00.161134,,C42.4,"Hematopoietic system, NOS",9840/3C42.4,Acute Erythroid Leukemia,
5702,ICD-O-3,8000/3,"Neoplasm, malignant",C9242,,2020-06-05 17:20:00.161134,,C18.9,"Colon, NOS",8000/3C18.9,Malignant Colon Neoplasm,
5703,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C4349,,2020-06-05 17:20:00.161134,,C18.9,"Colon, NOS",8140/3C18.9,Colon Adenocarcinoma,
5704,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C4349,,2020-06-05 17:20:00.161134,,C18.6,Descending colon,8140/3C18.6,Colon Adenocarcinoma,
5705,ICD-O-3,8010/3,"Carcinoma, NOS",C4910,,2020-06-05 17:20:00.161134,,C18.9,"Colon, NOS",8010/3C18.9,Colon Carcinoma,
5706,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C4349,,2020-06-05 17:20:00.161134,,C18.4,Transverse colon,8140/3C18.4,Colon Adenocarcinoma,
5708,ICD-O-3,8012/3,"Large cell carcinoma, NOS",C170977,,2020-06-05 17:20:00.161134,,C18.9,"Colon, NOS",8012/3C18.9,Colon Large Cell Neuroendocrine Carcinoma,
5709,ICD-O-3,8245/3,Adenocarcinoid tumor,C4139,,2020-06-05 17:20:00.161134,,C18.9,"Colon, NOS",8245/3C18.9,Combined Carcinoid and Adenocarcinoma,
5710,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C4349,,2020-06-05 17:20:00.161134,,C18.3,Hepatic flexure of colon,8140/3C18.3,Colon Adenocarcinoma,
5711,ICD-O-3,8000/3,"Neoplasm, malignant",C9297,,2020-06-05 17:20:00.161134,,C68.9,"Urinary system, NOS",8000/3C68.9,Malignant Urinary System Neoplasm,
5712,ICD-O-3,9801/3,"Acute leukemia, NOS",C9300,,2020-06-05 17:20:00.161134,,C42.1,Bone marrow,9801/3C42.1,Acute Leukemia,
5713,ICD-O-3,9805/3,Acute biphenotypic leukemia,C4673,,2020-06-05 17:20:00.161134,,C42.1,Bone marrow,9805/3C42.1,Acute Biphenotypic Leukemia,
5714,ICD-O-3,9805/3,Acute biphenotypic leukemia,C4673,,2020-06-05 17:20:00.161134,,C42.0,Blood,9805/3C42.0,Acute Biphenotypic Leukemia,
5715,ICD-O-3,9801/3,"Acute leukemia, NOS",C9300,,2020-06-05 17:20:00.161134,,C42.0,Blood,9801/3C42.0,Acute Leukemia,
5716,ICD-O-3,9807/3,Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged,C82203,,2020-06-05 17:20:00.161134,,C42.1,Bone marrow,9807/3C42.1,Mixed Phenotype Acute Leukemia with t(v;11q23.3); KMT2A Rearranged,
5717,ICD-O-3,9801/3,"Acute leukemia, NOS",C9300,,2020-06-05 17:20:00.161134,,C41.9,"Bone, NOS",9801/3C41.9,Acute Leukemia,
5718,ICD-O-3,8000/3,"Neoplasm, malignant",C9311,,2020-06-05 17:20:00.161134,,C53.9,Cervix uteri,8000/3C53.9,Malignant Cervical Neoplasm,
5719,ICD-O-3,8072/3,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS",C65173,,2020-06-05 17:20:00.161134,,C53.9,Cervix uteri,8072/3C53.9,Non-Keratinizing Large Cell Squamous Cell Carcinoma,
5720,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C4028,,2020-06-05 17:20:00.161134,,C53.9,Cervix uteri,8070/3C53.9,"Cervical Squamous Cell Carcinoma, Not Otherwise Specified",
5721,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C4029,,2020-06-05 17:20:00.161134,,C53.9,Cervix uteri,8140/3C53.9,Cervical Adenocarcinoma,
5722,ICD-O-3,8000/3,"Neoplasm, malignant",C9314,,2020-06-05 17:20:00.161134,,C06.9,"Mouth, NOS",8000/3C06.9,Malignant Oral Cavity Neoplasm,
5723,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C4833,,2020-06-05 17:20:00.161134,,C06.9,"Mouth, NOS",8070/3C06.9,Oral Cavity Squamous Cell Carcinoma,
5724,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C4833,,2020-06-05 17:20:00.161134,,C06.2,Retromolar area,8070/3C06.2,Oral Cavity Squamous Cell Carcinoma,
5725,ICD-O-3,8071/3,"Squamous cell carcinoma, keratinizing, NOS",C54283,,2020-06-05 17:20:00.161134,,C06.9,"Mouth, NOS",8071/3C06.9,Keratinizing Head and Neck Squamous Cell Carcinoma,
5726,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C4041,,2020-06-05 17:20:00.161134,,C04.9,"Floor of mouth, NOS",8070/3C04.9,Floor of Mouth Squamous Cell Carcinoma,
5727,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C4040,,2020-06-05 17:20:00.161134,,C06.0,Cheek mucosa,8070/3C06.0,Buccal Mucosa Squamous Cell Carcinoma,
5728,ICD-O-3,8074/3,"Squamous cell carcinoma, spindle cell",C27084,,2020-06-05 17:20:00.161134,,C11.9,"Nasopharynx, NOS",8074/3C11.9,Spindle Cell Squamous Cell Carcinoma,
5729,ICD-O-3,8010/3,"Carcinoma, NOS",C3871,,2020-06-05 17:20:00.161134,,C11.9,"Nasopharynx, NOS",8010/3C11.9,Nasopharyngeal Carcinoma,
5730,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C167265,,2020-06-05 17:20:00.161134,,C11.9,"Nasopharynx, NOS",8070/3C11.9,Nasopharyngeal Squamous Cell Carcinoma,
5731,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C4906,,2020-06-05 17:20:00.161134,,C75.0,Parathyroid gland,8140/3C75.0,Parathyroid Gland Carcinoma,
5732,ICD-O-3,8240/3,"Neuroendocrine tumor, NOS",C135080,,2020-06-05 17:20:00.161134,,C17.0,Duodenum,8240/3C17.0,Duodenal Neuroendocrine Tumor,
5733,ICD-O-3,8000/3,"Neoplasm, malignant",C9328,,2020-06-05 17:20:00.161134,,C17.0,Duodenum,8000/3C17.0,Malignant Duodenal Neoplasm,
5734,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C96064,,2020-06-05 17:20:00.161134,,C17.0,Duodenum,8246/3C17.0,Small Intestinal Neuroendocrine Carcinoma,
5735,ICD-O-3,8936/3,Gastrointestinal stromal tumor,C3868,,2020-06-05 17:20:00.161134,,C17.0,Duodenum,8936/3C17.0,Gastrointestinal Stromal Tumor,
5736,ICD-O-3,8010/3,"Carcinoma, NOS",C4803,,2020-06-05 17:20:00.161134,,C17.0,Duodenum,8010/3C17.0,Duodenal Carcinoma,
5737,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C7889,,2020-06-05 17:20:00.161134,,C17.0,Duodenum,8140/3C17.0,Duodenal Adenocarcinoma,
5738,ICD-O-3,8243/3,Goblet cell carcinoid,C4139,,2020-06-05 17:20:00.161134,,C17.0,Duodenum,8243/3C17.0,Combined Carcinoid and Adenocarcinoma,
5739,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C5543,,2020-06-05 17:20:00.161134,,C18.0,Cecum,8140/3C18.0,Cecum Adenocarcinoma,
5740,ICD-O-3,8240/3,"Neuroendocrine tumor, NOS",C5501,,2020-06-05 17:20:00.161134,,C18.0,Cecum,8240/3C18.0,Cecum Neuroendocrine Tumor G1,
5741,ICD-O-3,8000/3,"Neoplasm, malignant",C9329,,2020-06-05 17:20:00.161134,,C18.0,Cecum,8000/3C18.0,Malignant Cecum Neoplasm,
5742,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C96156,,2020-06-05 17:20:00.161134,,C18.0,Cecum,8246/3C18.0,Colorectal Neuroendocrine Carcinoma,
5743,ICD-O-3,8010/3,"Carcinoma, NOS",C3491,,2020-06-05 17:20:00.161134,,C18.0,Cecum,8010/3C18.0,Cecum Carcinoma,
5744,ICD-O-3,8000/3,"Neoplasm, malignant",C9331,,2020-06-05 17:20:00.161134,,C16.9,"Stomach, NOS",8000/3C16.9,Malignant Gastric Neoplasm,
5745,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C5247,,2020-06-05 17:20:00.161134,,C16.0,"Cardia, NOS",8140/3C16.0,Gastric Cardia Adenocarcinoma,
5746,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C4004,,2020-06-05 17:20:00.161134,,C16.9,"Stomach, NOS",8140/3C16.9,Gastric Adenocarcinoma,
5747,ICD-O-3,8000/3,"Neoplasm, malignant",C9331,,2020-06-05 17:20:00.161134,,C16.0,"Cardia, NOS",8000/3C16.0,Malignant Gastric Neoplasm,
5748,ICD-O-3,8001/3,"Tumor cells, malignant",C9331,,2020-06-05 17:20:00.161134,,C16.0,"Cardia, NOS",8001/3C16.0,Malignant Gastric Neoplasm,
5749,ICD-O-3,8010/3,"Carcinoma, NOS",C4911,,2020-06-05 17:20:00.161134,,C16.9,"Stomach, NOS",8010/3C16.9,Gastric Carcinoma,
5750,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C150034,,2020-06-05 17:20:00.161134,,C16.0,"Cardia, NOS",8070/3C16.0,Gastric Cardia Squamous Cell Carcinoma,
5751,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C6795,,2020-06-05 17:20:00.161134,,C16.3,Gastric antrum,8140/3C16.3,Gastric Pylorus Carcinoma,
5752,ICD-O-3,8240/3,"Neuroendocrine tumor, NOS",C95871,,2020-06-05 17:20:00.161134,,C16.2,Body of stomach,8240/3C16.2,Gastric Neuroendocrine Tumor,
5753,ICD-O-3,8801/3,Spindle cell sarcoma,C27005,,2020-06-05 17:20:00.161134,,C16.9,"Stomach, NOS",8801/3C16.9,Spindle Cell Sarcoma,
5754,ICD-O-3,8800/3,"Sarcoma, NOS",C9118,,2020-06-05 17:20:00.161134,,C16.0,"Cardia, NOS",8800/3C16.0,Sarcoma,
5755,ICD-O-3,8000/3,"Neoplasm, malignant",C9333,,2020-06-05 17:20:00.161134,,C18.1,Appendix,8000/3C18.1,Malignant Appendix Neoplasm,
5756,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C7718,,2020-06-05 17:20:00.161134,,C18.1,Appendix,8140/3C18.1,Appendix Adenocarcinoma,
5757,ICD-O-3,8243/3,Goblet cell carcinoid,C3689,,2020-06-05 17:20:00.161134,,C18.1,Appendix,8243/3C18.1,Appendix Goblet Cell Carcinoid,
6530,ICD10,E07.8,Other specified disorders of thyroid,C26893,,2020-11-18 21:09:45.217658,,,,,,
5758,ICD-O-3,8720/3,"Malignant melanoma, NOS",C7091,,2020-06-05 17:20:00.161134,,C18.1,Appendix,8720/3C18.1,Digestive System Melanoma,
5759,ICD-O-3,8507/3,Invasive micropapillary carcinoma of breast,C36084,,2020-06-05 17:20:00.161134,,C67.9,"Bladder, NOS",8507/3C67.9,Invasive Micropapillary Breast Carcinoma,
5760,ICD-O-3,8000/3,"Neoplasm, malignant",C9334,,2020-06-05 17:20:00.161134,,C67.9,"Bladder, NOS",8000/3C67.9,Malignant Bladder Neoplasm,
5761,ICD-O-3,8050/3,"Papillary carcinoma, NOS",C7383,,2020-06-05 17:20:00.161134,,C67.9,"Bladder, NOS",8050/3C67.9,Bladder Papillary Urothelial Carcinoma,
5762,ICD-O-3,8130/3,Papillary transitional cell carcinoma,C7383,,2020-06-05 17:20:00.161134,,C67.9,"Bladder, NOS",8130/3C67.9,Bladder Papillary Urothelial Carcinoma,
5763,ICD-O-3,8010/3,"Carcinoma, NOS",C4912,,2020-06-05 17:20:00.161134,,C67.9,"Bladder, NOS",8010/3C67.9,Bladder Carcinoma,
5764,ICD-O-3,8120/3,"Transitional cell carcinoma, NOS",C39851,,2020-06-05 17:20:00.161134,,C67.9,"Bladder, NOS",8120/3C67.9,Bladder Urothelial Carcinoma,
5765,ICD-O-3,8120/3,"Transitional cell carcinoma, NOS",C39851,,2020-06-05 17:20:00.161134,,C67.8,Overlapping lesion of bladder,8120/3C67.8,Bladder Urothelial Carcinoma,
5766,ICD-O-3,8120/3,"Transitional cell carcinoma, NOS",C39851,,2020-06-05 17:20:00.161134,,C67.4,Posterior wall of bladder,8120/3C67.4,Bladder Urothelial Carcinoma,
5767,ICD-O-3,8120/3,"Transitional cell carcinoma, NOS",C39851,,2020-06-05 17:20:00.161134,,C67.1,Dome of bladder,8120/3C67.1,Bladder Urothelial Carcinoma,
5768,ICD-O-3,8041/3,"Small cell carcinoma, NOS",C9461,,2020-06-05 17:20:00.161134,,C67.9,"Bladder, NOS",8041/3C67.9,Bladder Small Cell Carcinoma,
5769,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C4032,,2020-06-05 17:20:00.161134,,C67.9,"Bladder, NOS",8140/3C67.9,Bladder Adenocarcinoma,
5770,ICD-O-3,9370/3,"Chordoma, NOS",C2947,,2020-06-05 17:20:00.161134,,C67.9,"Bladder, NOS",9370/3C67.9,Chordoma,
5771,ICD-O-3,8131/3,"Urothelial carcinoma, micropapillary",C27202,,2020-06-05 17:20:00.161134,,C67.9,"Bladder, NOS",8131/3C67.9,"Infiltrating Bladder Urothelial Carcinoma, Micropapillary Variant",
5772,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C4031,,2020-06-05 17:20:00.161134,,C67.9,"Bladder, NOS",8070/3C67.9,Bladder Squamous Cell Carcinoma,
5773,ICD-O-3,8980/3,"Carcinosarcoma, NOS",C34448,,2020-06-05 17:20:00.161134,,C67.9,"Bladder, NOS",8980/3C67.9,Carcinosarcoma,
5774,ICD-O-3,8500/3,"Infiltrating duct carcinoma, NOS",C4194,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8500/3C50.9,"Invasive Ductal Carcinoma, Not Otherwise Specified",
5775,ICD-O-3,8500/3,"Infiltrating duct carcinoma, NOS",C4194,,2020-06-05 17:20:00.161134,,C50.2,Upper-inner quadrant of breast,8500/3C50.2,"Invasive Ductal Carcinoma, Not Otherwise Specified",
5776,ICD-O-3,8500/3,"Infiltrating duct carcinoma, NOS",C4194,,2020-06-05 17:20:00.161134,,C50.4,Upper-outer quadrant of breast,8500/3C50.4,"Invasive Ductal Carcinoma, Not Otherwise Specified",
5777,ICD-O-3,8230/3,"Solid carcinoma, NOS",C4137,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8230/3C50.9,Solid Carcinoma,
5778,ICD-O-3,8200/3,Adenoid cystic carcinoma,C5130,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8200/3C50.9,Adenoid Cystic Breast Carcinoma,
5779,ICD-O-3,8523/3,Infiltrating duct mixed with other types of carcinoma,C7688,,2020-06-05 17:20:00.161134,,C50.8,Overlapping lesion of breast,8523/3C50.8,Invasive Ductal and Lobular Carcinoma,
5780,ICD-O-3,8000/3,"Neoplasm, malignant",C9335,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8000/3C50.9,Malignant Breast Neoplasm,
5781,ICD-O-3,8524/3,Infiltrating lobular mixed with other types of carcinoma,C6939,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8524/3C50.9,Ductal Breast Carcinoma In Situ and Invasive Lobular Carcinoma,
5782,ICD-O-3,8201/3,"Cribriform carcinoma, NOS",C5142,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8201/3C50.9,Invasive Cribriform Breast Carcinoma,
5783,ICD-O-3,8521/3,Infiltrating ductular carcinoma,C4194,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8521/3C50.9,"Invasive Ductal Carcinoma, Not Otherwise Specified",
5784,ICD-O-3,8503/3,Intraductal papillary adenocarcinoma with invasion,C7439,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8503/3C50.9,Intraductal Papillary Adenocarcinoma with Invasion,
5785,ICD-O-3,8010/3,"Carcinoma, NOS",C4872,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8010/3C50.9,Breast Carcinoma,
5786,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C5214,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8140/3C50.9,Breast Adenocarcinoma,
5787,ICD-O-3,8522/3,Infiltrating duct and lobular carcinoma,C7688,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8522/3C50.9,Invasive Ductal and Lobular Carcinoma,
5788,ICD-O-3,8500/3,"Infiltrating duct carcinoma, NOS",C4194,,2020-06-05 17:20:00.161134,,C50.8,Overlapping lesion of breast,8500/3C50.8,"Invasive Ductal Carcinoma, Not Otherwise Specified",
5789,ICD-O-3,8500/3,"Infiltrating duct carcinoma, NOS",C4194,,2020-06-05 17:20:00.161134,,C50.1,Central portion of breast,8500/3C50.1,"Invasive Ductal Carcinoma, Not Otherwise Specified",
5790,ICD-O-3,8500/3,"Infiltrating duct carcinoma, NOS",C4194,,2020-06-05 17:20:00.161134,,C50.3,Lower-inner quadrant of breast,8500/3C50.3,"Invasive Ductal Carcinoma, Not Otherwise Specified",
5791,ICD-O-3,8500/3,"Infiltrating duct carcinoma, NOS",C4194,,2020-06-05 17:20:00.161134,,C50.6,Axillary tail of breast,8500/3C50.6,"Invasive Ductal Carcinoma, Not Otherwise Specified",
5792,ICD-O-3,8523/3,Infiltrating duct mixed with other types of carcinoma,C7688,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8523/3C50.9,Invasive Ductal and Lobular Carcinoma,
5793,ICD-O-3,8453/3,Intraductal Papillary mucinous neoplasm with an associated invasive carcinoma,C5726,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8453/3C50.9,Pancreatic Intraductal Papillary-Mucinous Neoplasm with an Associated Invasive Carcinoma,
5794,ICD-O-3,8000/3,"Neoplasm, malignant",C9335,,2020-06-05 17:20:00.161134,,C50.4,Upper-outer quadrant of breast,8000/3C50.4,Malignant Breast Neoplasm,
5795,ICD-O-3,8000/3,"Neoplasm, malignant",C9335,,2020-06-05 17:20:00.161134,,C50.8,Overlapping lesion of breast,8000/3C50.8,Malignant Breast Neoplasm,
5796,ICD-O-3,8000/3,"Neoplasm, malignant",C9335,,2020-06-05 17:20:00.161134,,C50.1,Central portion of breast,8000/3C50.1,Malignant Breast Neoplasm,
5797,ICD-O-3,8145/3,"Carcinoma, diffuse type",C4127,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8145/3C50.9,Diffuse Type Adenocarcinoma,
5798,ICD-O-3,8319/3,Collecting duct carcinoma,C6194,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8319/3C50.9,Collecting Duct Carcinoma,
5799,ICD-O-3,8514/3,"Duct carcinoma, desmoplastic type",C7362,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8514/3C50.9,Scirrhous Breast Carcinoma,
5800,ICD-O-3,8521/3,Infiltrating ductular carcinoma,C4194,,2020-06-05 17:20:00.161134,,C50,BREAST,8521/3C50,"Invasive Ductal Carcinoma, Not Otherwise Specified",
5801,ICD-O-3,8010/3,"Carcinoma, NOS",C4872,,2020-06-05 17:20:00.161134,,C50.1,Central portion of breast,8010/3C50.1,Breast Carcinoma,
5802,ICD-O-3,8010/3,"Carcinoma, NOS",C4872,,2020-06-05 17:20:00.161134,,C50.4,Upper-outer quadrant of breast,8010/3C50.4,Breast Carcinoma,
5803,ICD-O-3,8010/3,"Carcinoma, NOS",C4872,,2020-06-05 17:20:00.161134,,C50.6,Axillary tail of breast,8010/3C50.6,Breast Carcinoma,
5804,ICD-O-3,8041/3,"Small cell carcinoma, NOS",C6760,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8041/3C50.9,Breast Small Cell Carcinoma,
5805,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C5214,,2020-06-05 17:20:00.161134,,C50.4,Upper-outer quadrant of breast,8140/3C50.4,Breast Adenocarcinoma,
5806,ICD-O-3,8500/3,"Infiltrating duct carcinoma, NOS",C4194,,2020-06-05 17:20:00.161134,,C50.5,Lower-outer quadrant of breast,8500/3C50.5,"Invasive Ductal Carcinoma, Not Otherwise Specified",
5807,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C97965,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8246/3C50.9,Breast Solid Neuroendocrine Carcinoma,
5808,ICD-O-3,8022/3,Pleomorphic carcinoma,C5161,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8022/3C50.9,Pleomorphic Breast Carcinoma,
5809,ICD-O-3,9540/3,"Malignant peripheral nerve sheath tumor, NOS",C3798,,2020-06-05 17:20:00.161134,,C50.4,Upper-outer quadrant of breast,9540/3C50.4,Malignant Peripheral Nerve Sheath Tumor,
5810,ICD-O-3,8522/3,Infiltrating duct and lobular carcinoma,C7688,,2020-06-05 17:20:00.161134,,C50.5,Lower-outer quadrant of breast,8522/3C50.5,Invasive Ductal and Lobular Carcinoma,
5811,ICD-O-3,8020/3,"Carcinoma, undifferentiated, NOS",C5161,,2020-06-05 17:20:00.161134,,C50.9,"Breast, NOS",8020/3C50.9,Pleomorphic Breast Carcinoma,
5812,ICD-O-3,8894/3,Angiomyosarcoma,C66771,,2020-06-05 17:20:00.161134,,C74.9,"Adrenal gland, NOS",8894/3C74.9,Angiomyosarcoma,
5813,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C4648,,2020-06-05 17:20:00.161134,,C02.9,"Tongue, NOS",8070/3C02.9,Tongue Squamous Cell Carcinoma,
5814,ICD-O-3,8200/3,Adenoid cystic carcinoma,C171028,,2020-06-05 17:20:00.161134,,C02.9,"Tongue, NOS",8200/3C02.9,Tongue Adenoid Cystic Carcinoma,
5815,ICD-O-3,8072/3,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS",C65173,,2020-06-05 17:20:00.161134,,C02.9,"Tongue, NOS",8072/3C02.9,Non-Keratinizing Large Cell Squamous Cell Carcinoma,
5816,ICD-O-3,8071/3,"Squamous cell carcinoma, keratinizing, NOS",C54283,,2020-06-05 17:20:00.161134,,C02.9,"Tongue, NOS",8071/3C02.9,Keratinizing Head and Neck Squamous Cell Carcinoma,
5817,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C4448,,2020-06-05 17:20:00.161134,,C33.9,Trachea,8070/3C33.9,Tracheal Squamous Cell Carcinoma,
5818,ICD-O-3,8000/3,"Neoplasm, malignant",C9305,,2020-06-05 17:20:00.161134,,C80.9,Unknown primary site,8000/3C80.9,Malignant Neoplasm,
5819,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C2929,,2020-06-05 17:20:00.161134,,C80.9,Unknown primary site,8070/3C80.9,Squamous Cell Carcinoma,
5820,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C2852,,2020-06-05 17:20:00.161134,,C80.9,Unknown primary site,8140/3C80.9,Adenocarcinoma,
5821,ICD-O-3,8084/3,"Squamous cell carcinoma, clear cell type",C65180,,2020-06-05 17:20:00.161134,,C80.9,Unknown primary site,8084/3C80.9,"Squamous Cell Carcinoma, Clear Cell Type",
5822,ICD-O-3,8010/3,"Carcinoma, NOS",C2916,,2020-06-05 17:20:00.161134,,C80.9,Unknown primary site,8010/3C80.9,Carcinoma,
5823,ICD-O-3,9180/3,"Osteosarcoma, NOS",C9145,,2020-06-05 17:20:00.161134,,C76.5,"Lower limb, NOS",9180/3C76.5,Osteosarcoma,
5824,ICD-O-3,8240/3,"Neuroendocrine tumor, NOS",C2915,,2020-06-05 17:20:00.161134,,C80.9,Unknown primary site,8240/3C80.9,Carcinoid Tumor,
5825,ICD-O-3,9052/3,"Epithelioid mesothelioma, malignant",C45662,,2020-06-05 17:20:00.161134,,C38.4,"Pleura, NOS",9052/3C38.4,Pleural Epithelioid Mesothelioma,
5826,ICD-O-3,9051/3,"Fibrous mesothelioma, malignant",C45663,,2020-06-05 17:20:00.161134,,C38.4,"Pleura, NOS",9051/3C38.4,Pleural Sarcomatoid Mesothelioma,
5827,ICD-O-3,9050/3,"Mesothelioma, malignant",C7376,,2020-06-05 17:20:00.161134,,C38.4,"Pleura, NOS",9050/3C38.4,Pleural Malignant Mesothelioma,
5828,ICD-O-3,8000/3,"Neoplasm, malignant",C9005,,2020-06-05 17:20:00.161134,,C25.9,"Pancreas, NOS",8000/3C25.9,Malignant Pancreatic Neoplasm,
5829,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C8294,,2020-06-05 17:20:00.161134,,C25.9,"Pancreas, NOS",8140/3C25.9,Pancreatic Adenocarcinoma,
5830,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C8294,,2020-06-05 17:20:00.161134,,C25.2,Tail of pancreas,8140/3C25.2,Pancreatic Adenocarcinoma,
5831,ICD-O-3,8230/3,"Solid carcinoma, NOS",C5728,,2020-06-05 17:20:00.161134,,C25.0,Head of pancreas,8230/3C25.0,Solid Pseudopapillary Carcinoma of the Pancreas,
5832,ICD-O-3,8240/3,"Neuroendocrine tumor, NOS",C27720,,2020-06-05 17:20:00.161134,,C25.0,Head of pancreas,8240/3C25.0,Pancreatic Neuroendocrine Tumor,
5833,ICD-O-3,8000/3,"Neoplasm, malignant",C9005,,2020-06-05 17:20:00.161134,,C25.0,Head of pancreas,8000/3C25.0,Malignant Pancreatic Neoplasm,
5834,ICD-O-3,8245/3,Adenocarcinoid tumor,C4139,,2020-06-05 17:20:00.161134,,C25.0,Head of pancreas,8245/3C25.0,Combined Carcinoid and Adenocarcinoma,
